"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Costa Rica","CRI","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","4210000.03814697","7090000.15258789","9199999.80926514","8109999.65667725","11520000.4577637","15069999.6948242","12739999.7711182","12880000.1144409","11909999.8474121","13840000.1525879","12069999.6948242","14159999.8474121","15659999.8474121","16239999.7711182","15939999.5803833","20190000.5340576","13460000.038147","16739999.7711182","35639999.3896484","30270000.4577637","24700000.7629395","30950000.7629395","63720001.2207031","224440002.441406","199509994.506836","251770004.272461","181630004.882813","224490005.493164","182190002.441406","225330001.831055","222500000","184029998.779297","159149993.896484","117129997.253418","88540000.9155273","46090000.1525879","-209999.993443489","3750000","29780000.6866455","3450000.04768372","25459999.0844727","14270000.4577637","13239999.7711182","40009998.3215332","25760000.2288818","32610000.6103516","31860000.6103516","64410003.6621094","77129997.253418","112610000.610352","101129997.253418","35549999.2370605","28459999.0844727","32819999.6948242","54549999.2370605","111300003.051758","100720001.220703","99260002.1362305","99430000.3051758","55869998.9318848","208360000.610352","77870002.746582",
"Caribbean small states","CSS","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","66449999.1685152","75370002.0313264","77500000.0000001","65540001.2433529","118059997.916222","130080000.221729","191250000.298023","167110000.818968","259689998.149872","294360001.206398","297810003.16143","359529994.845391","361820002.198219","264030000.567437","274289998.531342","292949998.795986","332039996.743202","338969993.710518","358569998.264313","478010003.328323","624019990.205765","447869994.521141","389990002.870559","379549999.475479","403199995.51773","444520002.60353","433570008.039474","510159994.602204","294440000.057221","235580001.056194","197860003.471375","244780000.030994","230720001.69754","164960000.604391","288579994.484783","299590001.702309","330789992.928505","459759999.752045","501199993.610381","619740011.215211","547880008.69751","364670004.844665","301819994.688034","353049994.34948","395360001.325608","200019999.742508","190039995.849133","229609999.656677","355490000.724793","505739999.771118","549110000.610352","681949996.948242",
"Cuba","CUB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","230000.004172325","189999.997615814","39999.9991059303","-170000.001788139","439999.997615814","579999.983310699","730000.019073486","740000.009536743","649999.976158142","1309999.94277954","1820000.05245209","2480000.01907349","3569999.9332428","5190000.05722046","15229999.5422363","19629999.1607666","45659999.8474121","44930000.3051758","47990001.6784668","47900001.5258789","45279998.7792969","27370000.8392334","35099998.4741211","36840000.1525879","35770000.4577637","41990001.6784668","41779998.7792969","48880001.0681152","61259998.3215332","56840000.1525879","51810001.373291","36930000.3051758","24799999.2370605","43900001.5258789","47119998.9318848","63630001.0681152","57220001.2207031","65400001.5258789","80150001.5258789","59389999.3896484","45069999.6948242","54650001.5258789","62110000.6103516","76540000.9155273","99470001.2207031","90139999.3896484","82209999.0844727","96550003.0517578","125510002.13623","112559997.558594","132449996.948242","87279998.7792969","85760002.1362305","99459999.0844727","261540008.544922","557960021.972656","2698110107.42188","734719970.703125","749780029.296875","497140014.648438","529099975.585938","151850006.103516",
"Curacao","CUW","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","1679999.94754791","1590000.0333786","2099999.90463257","1490000.00953674","3240000.00953674","740000.009536743","1490000.00953674","990000.009536743","569999.992847443","379999.995231628","349999.994039536","70000.0002980232","1970000.02861023","2190000.05722046","12090000.1525879","1230000.01907349","2990000.00953674","-289999.99165535","","-460000.00834465","-1019999.98092651","-569999.992847443","-2029999.97138977","-3799999.95231628","159999.996423721","3009999.99046326","-3599999.90463257","-779999.971389771","-1850000.02384186","-1429999.94754791","389999.985694885","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","24090000.1525879","20229999.5422363","15649999.6185303","11159999.8474121","5239999.77111816","6469999.79019165","1629999.99523163","1409999.9666214","959999.978542328","3740000.00953674","5860000.1335144","5980000.01907349","7300000.19073486","8079999.92370605","21250000","31149999.6185303","56139999.3896484","95010002.1362305","47610000.6103516","29909999.8474121","52680000.3051758","43810001.373291","30879999.1607666","18569999.6948242","16819999.6948242","36860000.6103516","34979999.5422363","41319999.6948242","44209999.0844727","40740001.6784668","38430000.3051758","39759998.3215332","26170000.0762939","33799999.2370605","44029998.7792969","21430000.3051758","22579999.9237061","42220001.2207031","34529998.7792969","53310001.373291","54400001.5258789","49700000.7629395","34250000","14390000.3433228","59860000.6103516","","","","","","","","","","","","","","","","","",
"Czechia","CZE","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13680000.3051758","231000000","129820007.324219","99150001.5258789","148270004.272461","147380004.882813","128529998.779297","115139999.389648","447829986.572266","317989990.234375","437369995.117188","313779998.779297","159770004.272461","263269989.013672","278660003.662109","","","","","","","","","","","","","","","","","",
"Germany","DEU","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","6469999.79019165","9750000","9710000.03814697","10520000.4577637","11829999.9237061","10649999.6185303","13350000.3814697","19479999.5422363","29059999.4659424","34400001.5258789","28129999.1607666","46229999.5422363","104400001.525879","23180000.3051758","73040000.9155273","64510002.1362305","58819999.6948242","65430000.3051758","102089996.337891","81389999.3896484","114930000.305176","105300003.051758","92599998.4741211","75019996.6430664","207009994.506836","107160003.662109","112190002.441406","134429992.675781","128570007.324219","105559997.558594","97080001.8310547","85650001.5258789","80980003.3569336","75150001.5258789","72239997.8637695","59400001.5258789","74099998.4741211","79260002.1362305","64330001.8310547","74169998.1689453","115379997.253418","112669998.168945","140820007.324219","165830001.831055","132029998.779297","141399993.896484","148460006.713867","149250000","166110000.610352","173389999.389648","185350006.103516","142610000.610352","179220001.220703","262480010.986328","259059997.558594","175309997.558594",
"Dominica","DMA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","90000.0035762787","3579999.92370605","7869999.88555908","4329999.92370605","4949999.80926514","7110000.1335144","9050000.19073486","17610000.6103516","14760000.2288818","16760000.2288818","9920000.07629395","16219999.3133545","16590000.1525879","11720000.2670288","15880000.1144409","17879999.1607666","23860000.6103516","19639999.3896484","17629999.1607666","12699999.8092651","8909999.84741211","19590000.1525879","25000000","43130001.0681152","14560000.4196167","19350000.3814697","9930000.30517578","15279999.7329712","19690000.5340576","29600000.3814697","10970000.2670288","29399999.6185303","21110000.6103516","19659999.8474121","19450000.7629395","21379999.1607666","35950000.7629395","32450000.7629395","24440000.5340576","25680000.3051758","20079999.9237061","16290000.9155273","11710000.038147","8569999.69482422","19219999.3133545","26940000.5340576","51389999.3896484","64239997.8637695","79069999.6948242",
"Denmark","DNK","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","180000.007152557","150000.005960464","22090000.1525879","47419998.1689453","23510000.2288818","79069999.6948242","52310001.373291","58560001.373291","43250000","34400001.5258789","35130001.0681152","24399999.6185303","24540000.9155273","19579999.9237061","16440000.5340576","20270000.4577637","24280000.6866455","15029999.7329712","20209999.0844727","46000000","70889999.3896484","65010002.1362305","98480003.3569336","61319999.6948242","147270004.272461","167059997.558594","70239997.8637695","114440002.441406","109550003.051758","131500000","90910003.6621094","77440002.4414063","79760002.1362305","4110000.1335144","58650001.5258789","107809997.558594","82709999.0844727","64519996.6430664","107400001.525879","185490005.493164","61299999.2370605","117290000.915527","161020004.272461","85709999.0844727","104110000.610352","95000000","75000000","144630004.882813","177339996.337891","139630004.882813","193809997.558594","242619995.117188","260119995.117188","146910003.662109","166210006.713867","279959991.455078","176699996.948242","117709999.084473","89300003.0517578","130919998.168945","374260009.765625","447570007.324219",
"Algeria","DZA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","355049987.792969","437910003.662109","397630004.882813","281910003.662109","227839996.337891","146229995.727539","126919998.168945","107639999.389648","119610000.610352","131229995.727539","122209999.084473","120989997.86377","110300003.051758","125089996.337891","128330001.831055","235270004.272461","145369995.117188","129149993.896484","190289993.286133","110839996.337891","205160003.662109","167070007.324219","134699996.948242","93279998.7792969","120980003.356934","172149993.896484","167330001.831055","213449996.948242","171979995.727539","158210006.713867","331649993.896484","211169998.168945","374790008.544922","326309997.558594","295489990.234375","295739990.234375","306880004.882813","247889999.389648","419869995.117188","137979995.727539","199960006.713867","198860000.610352","186119995.117188","239240005.493164","316970001.220703","347380004.882813","240679992.675781","395010009.765625","324829986.572266","302390014.648438","201250000","193350006.103516","147320007.324219","203419998.168945","160619995.117188","71129997.253418","144550003.051758","174679992.675781","144610000.610352","172000000","209619995.117188","214380004.882813",
"East Asia & Pacific (excluding high income)","EAP","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","521840005.345643","485030004.229397","560949992.30653","541000000.132248","565500009.458512","771439989.313483","936370017.915964","1099080006.42061","1163130004.4246","1244949969.35129","1358769985.10957","1560019992.36643","1762580024.30201","1948919972.74756","2446089990.98279","2049509985.45997","1778789998.56114","1712770019.33195","2457819982.86583","2905619991.76815","3280489999.44143","3579729967.7413","3387400020.7223","3456439982.97863","3563269933.01325","3613709959.75286","4455649995.52071","5302280106.71958","6285299989.77855","6520190013.02868","7305410003.60996","7038869975.86489","9458129997.29253","8854749848.2056","9179850052.87454","9448259942.01377","7759069830.49214","6543680136.20377","8096189836.8597","9566739985.466","8242370089.76936","7084490101.57585","6999100062.3703","6797159977.43607","6698899950.02747","9265909940.24277","7555189963.34076","8339119774.81842","8444590152.26364","9501000046.73004","9439890192.5087","7499870029.44946","8868360128.40271","12010670212.7457","9495230051.99432","8525499851.58443","7720130126.95313","8414689969.53964","8280039897.9187","7119960081.33888","12714009916.7824","10515909809.1125",
"Early-demographic dividend","EAR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","3211459954.73862","3577440027.43065","3559670043.36789","5456259986.74706","7524590045.69053","10703029906.2729","10909079931.9744","10322779876.2918","11826199945.2412","14513709958.0765","17165419961.4525","15282969951.6296","14552219978.9286","14107099945.0777","13994999941.8259","14763110017.7765","16953119836.8073","17478590108.8715","17906280151.1288","17853330005.8842","26022280222.8928","28261119792.9084","25219759895.3247","21425019969.9402","23588929959.5356","20681529900.5508","21697359842.7773","17832949988.246","18942489817.6193","18956590032.5775","17243230071.0678","19376930082.3212","19856429999.8284","20623490048.4085","20893070011.1389","23587419960.9757","23083769884.5863","24696609859.4665","30483740059.793","32462730265.6472","34977840034.008","37706159850.1206","36020020087.2421","48296170206.07","46261430172.9202","45448790090.5609","51014930726.0514","53245169416.7853","58034579896.9269","53835359948.1583","63352999917.9841","66938980470.6574",
"East Asia & Pacific","EAS","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","888420015.307143","840580000.108108","887390002.496541","904570015.71916","800860012.728721","1074499993.86072","1288840025.73788","1473300001.88202","1518870009.99041","1701369957.60165","1764119997.7342","2040270000.02936","2306280014.20572","2421879970.32702","2877359982.79601","2505739979.79052","2201660000.45836","2234010014.64762","2944349992.2324","3464959982.49203","3911450014.05105","4382619966.3654","3938030020.62812","3990109980.67074","4074929915.4561","4117219956.43526","5165079995.22984","6113060119.69969","7081229995.41834","7443490009.97096","8059170010.73807","7794559966.97396","10139560017.0288","9703379845.63783","9899780047.24905","10441589925.278","8456159858.24168","7108580163.65767","8840529851.2429","10195439996.4139","8813160100.34084","7670310080.02162","7676680060.02903","7332029943.5556","7763009976.02195","9265909940.24277","7555189963.34076","8339119774.81842","8444590152.26364","9501000046.73004","9439890192.5087","7499870029.44946","8868360128.40271","12010670212.7457","9495230051.99432","8525499851.58443","7720130126.95313","8414689969.53964","8280039897.9187","7119960081.33888","12714009916.7824","10515909809.1125",
"Europe & Central Asia (excluding high income)","ECA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","207199996.948242","353360000.610352","395360000.610352","377580001.831055","263150001.525879","266000000","318340003.967285","200879995.822906","167690004.825592","178239994.049072","136620002.746582","199719996.452332","267659996.032715","204519996.643066","114029998.779297","84040000.9155273","157169998.168945","99880002.0217896","130500000","554119983.673096","935899991.989136","712239975.92926","639699999.809265","358389985.322952","243259995.698929","190390006.065369","358269990.921021","413719993.591309","331089998.722076","198160005.340353","1986679969.5585","4793210001.25445","4334910058.25996","5753469980.95513","5425490098.95325","5833949962.61597","5407780021.66748","4755910001.75476","5684709937.09564","7279829990.8638","6721910048.96164","6327280108.92868","8151719859.60007","6729569925.57644","7516450002.67029","4824019959.68819","6007630027.771","5793659950.25635","7020559988.02185","7678640005.11169","7156200000.76294","10442530050.2777","9997339969.63501","8997940103.53088","10380229999.5422","8548860034.46579","9732459959.98383","9776500093.93692","8219139943.12286","7293069937.70599","10809940140.7242","9729970041.27502",
"Europe & Central Asia","ECS","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","231469997.100532","374550000.160933","411990000.188351","391630001.693964","281510001.376271","278230000.019073","321910003.93033","234319995.522499","187020005.643368","200999994.516373","169880002.498627","230849996.089935","309609997.749329","234849996.566772","165709998.726845","150880001.068115","265139999.15123","238390004.873276","227190000.414848","642619982.481003","1089759992.12265","833499974.489212","739309999.227524","445149983.406067","324889996.647835","294100004.196167","452199990.868568","521619996.547699","430669996.023178","305800008.067861","3750500007.87713","8986729997.42068","8522470060.83466","9820459947.34764","9909920143.12744","12067309875.1307","8986440028.19061","7423490000.84401","9147489945.29247","11859099944.1147","11086320044.9944","9923140130.99671","11357389890.1194","10626259920.15","11980080092.6685","4947479958.77266","6204140022.27783","5956569953.91846","7261619985.58044","7847470006.94275","7287750003.8147","10442530050.2777","9997339969.63501","8997940103.53088","10380229999.5422","8548860034.46579","9732459959.98383","9776500093.93692","8219139943.12286","7293069937.70599","10809940140.7242","9729970041.27502",
"Ecuador","ECU","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","6699999.80926514","11770000.4577637","13409999.8474121","16229999.5422363","19000000","20920000.0762939","25409999.8474121","27209999.0844727","22569999.6948242","17590000.1525879","19100000.3814697","21739999.7711182","19159999.8474121","29459999.0844727","28139999.3896484","38849998.4741211","45419998.1689453","32389999.3896484","31180000.3051758","58130001.0681152","33040000.9155273","34159999.8474121","40020000.4577637","48459999.0844727","68349998.4741211","79129997.253418","95980003.3569336","191759994.506836","149679992.675781","140000000","144699996.948242","197779998.779297","221320007.324219","185710006.713867","192029998.779297","187619995.117188","238429992.675781","158100006.103516","181059997.558594","153130004.882813","155169998.168945","171250000","233520004.272461","202830001.831055","184350006.103516","257799987.792969","213869995.117188","230059997.558594","248419998.168945","223559997.558594","168529998.779297","181300003.051758","148059997.558594","150520004.272461","165050003.051758","318160003.662109","243710006.713867","211110000.610352","404079986.572266","506850006.103516","343399993.896484","298410003.662109",
"Egypt, Arab Rep.","EGY","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","178410003.662109","117769996.643066","188039993.286133","207089996.337891","235300003.051758","122760002.13623","97239997.8637695","33000000","25700000.7629395","9899999.61853027","170940002.441406","138710006.713867","139940002.441406","886919982.910156","1376270019.53125","2513429931.64063","2432879882.8125","2639179931.64063","2697929931.64063","1572469970.70313","1383150024.41406","1297709960.9375","1457030029.29688","1456780029.29688","1768050048.82813","1774180053.71094","1669439941.40625","1723160034.17969","1496810058.59375","1644199951.17188","6065200195.3125","5408839843.75","3737699951.17188","2485229980.46875","2692199951.17188","2028069946.28906","2193899902.34375","2009459960.9375","1974140014.64844","1620250000","1370829956.05469","1300390014.64844","1308729980.46875","1017179992.67578","1502839965.82031","1046310058.59375","909030029.296875","1138689941.40625","1688530029.29688","982739990.234375","599159973.144531","423730010.986328","1813430053.71094","5512509765.625","3537600097.65625","2524530029.29688","2437350097.65625","33110000.6103516","2080899902.34375","1706400024.41406","1561359985.35156","8240030273.4375",
"Euro area","EMU","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","25419999.5994568","22020000.9346008","22340000.1525879","35569999.6948242","42780000.6866455","64800001.1444092","86459999.0844726","126180002.212524","87139999.3896485","81709999.0844726","68610000.6103516","93180000.3051758","55959999.0844727","62599998.4741211","28229999.5422363","55190000.5340577","41809999.4659423","39889999.7472763","41379999.1607667","35530001.6403198","50580000.4005432","199009994.506836","372689999.580383","260150003.910065","364780000.686646","481670002.937317","496819993.972778","482340003.967285","569990007.400513","743119989.395141","501679998.397828","644909987.688065","512519995.689391","810130004.882814","909679990.291596","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","29999.9993294477","","620000.004768372","2150000.09536743","1620000.00476837","","2119999.88555908","4929999.82833862","4139999.8664856","4679999.82833862","5610000.1335144","4500000","4500000","4500000","","1000000","2000000","2000000","","4500000","","1000000","67709999.0844727","154149993.896484","148289993.286133","157490005.493164","123510002.13623","168809997.558594","149869995.117188","178020004.272461","284700012.207031","226669998.168945","316959991.455078","263519989.013672","349739990.234375","126190002.441406","158529998.779297","145419998.168945","142619995.117188","162309997.558594","133410003.662109","135970001.220703","81309997.5585938","84190002.4414063","93919998.1689453","66819999.6948242","79199996.9482422","84239997.8637695","266010009.765625","60830001.8310547","41439998.626709",
"Spain","ESP","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15369999.8855591","104370002.746582","42310001.373291","43810001.373291","58049999.2370605","59369998.9318848","65910003.6621094","90989997.8637695","83620002.746582","63830001.8310547","68500000","54409999.8474121","84300003.0517578","135429992.675781","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","15350000.3814697","20959999.0844727","26940000.5340576","24899999.6185303","15979999.5422363","20930000.3051758","25399999.6185303","27680000.3051758","42349998.4741211","38740001.6784668","39680000.3051758","46979999.5422363","47319999.6948242","66279998.7792969","116900001.525879","131949996.948242","139750000","115089996.337891","139320007.324219","190580001.831055","211100006.103516","244850006.103516","199330001.831055","338149993.896484","359410003.662109","718409973.144531","631109985.351563","623280029.296875","965440002.441406","727789978.027344","1009250000","1091869995.11719","1162510009.76563","1081219970.70313","1063579956.05469","876979980.46875","816500000","578909973.144531","660239990.234375","643289978.027344","687799987.792969","1103599975.58594","1324739990.23438","1621160034.17969","1830300048.82813","1929119995.11719","2034550048.82813","2606550048.82813","3316250000","3823760009.76563","3455159912.10938","3495889892.57813","3243290039.0625","3885540039.0625","3583959960.9375","3238889892.57813","4084370117.1875","4124750000","4940959960.9375","4676649902.34375","5304729980.46875","3981520019.53125",
"European Union","EUU","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","25419999.5994568","22020000.9346008","22340000.1525879","35569999.6948242","42780000.6866455","64800001.1444092","86459999.0844726","126180002.212524","87139999.3896485","81709999.0844726","68610000.6103516","93180000.3051758","55959999.0844727","62599998.4741211","28229999.5422363","55190000.5340577","41809999.4659423","39889999.7472763","41379999.1607667","35530001.6403198","1708570025.92087","4199919967.65137","2564900027.04598","1876580057.621","2943040025.71106","4636889889.7171","2536729982.3761","2112369987.48779","2776200010.29969","3190460016.25061","3388050031.66199","3439329993.4864","2584620001.79291","3644569999.69483","4659490048.88535","123459999.084473","196509994.506836","162910003.662109","241059997.558594","168830001.831055","131550003.051758","280000.001192093","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","774410010.710358","873219992.762432","1111990011.15561","1648199988.71721","2817139992.06759","3402269974.16094","3294650036.51381","4018049914.36004","4592940073.73788","6426939869.61246","7133160007.95364","7107980003.83377","6416810014.70984","5888719908.89311","5633819972.51511","6578039898.39554","7109550003.34978","8326980025.29144","8177569979.20945","7952359924.31641","10616719986.0588","10247629918.7541","10277690064.0726","9546879878.9084","11313939878.2104","9618859936.73281","8901969987.46693","8030830018.69917","8090159899.11557","7650529933.45261","7358050029.2778","9080439965.24811","12499710153.1029","20057569652.0805","21048840009.6893","47304280132.2937","41804640214.9201","36230859768.8675","39376650188.446","35753639945.9839","38549889998.9128","40066959819.7937","37781279987.3352","44398920131.6834","42205360240.9363","41090899932.8613","47507100129.1275","53366339448.9289","59076190298.0805","56245419673.9197","64136479751.587","62069669792.1753",
"Finland","FIN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1080000.04291534","1009999.99046326","10819999.6948242","4429999.82833862","3440000.05722046","4360000.1335144","4110000.1335144","2829999.92370605","6210000.03814697","8750000","6960000.03814697","10640000.3433228","8460000.03814697","14569999.6948242","14850000.3814697","19360000.6103516","23159999.8474121","22979999.5422363","26319999.6948242","30709999.0844727","35869998.9318848","40159999.8474121","35029998.7792969","31620000.8392334","30530000.6866455","31360000.6103516","41659999.8474121","35490001.6784668","52290000.9155273","40529998.7792969","49220001.2207031","44810001.373291","62740001.6784668","59840000.1525879","39110000.6103516","42799999.2370605","46790000.9155273","44509998.3215332","36889999.3896484","35200000.7629395","29370000.8392334","26180000.3051758","34169998.1689453","51250000","65529998.7792969","66080001.8310547","55799999.2370605","50880001.0681152","45080001.8310547","66410003.6621094","75839996.3378906","75389999.3896484","105370002.746582","91220001.2207031","94239997.8637695","102480003.356934","117419998.168945","145899993.896484","120970001.220703","128690002.441406","193660003.662109","605380004.882813",
"France","FRA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460000.00834465","13189999.5803833","62130001.0681152","102660003.662109","73550003.0517578","112690002.441406","84440002.4414063","73639999.3896484","102879997.253418","97480003.3569336","135399993.896484","110730003.356934","112269996.643066","85370002.746582","104819999.694824","106239997.86377","111709999.084473","91129997.253418","120910003.662109","63770000.4577637","130639999.389648","143259994.506836","143210006.713867","117010002.13623","81389999.3896484","50830001.8310547","98150001.5258789","98790000.9155273","92540000.9155273","171630004.882813","130759994.506836",
"Gabon","GAB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","19999.9995529652","560000.002384186","2640000.10490417","4059999.94277954","14859999.6566772","13020000.4577637","13479999.5422363","15000000","13289999.961853","18709999.0844727","23760000.2288818","23719999.3133545","26819999.6948242","39189998.626709","24620000.8392334","60400001.5258789","33959999.0844727","27170000.0762939","43430000.3051758","36619998.9318848","55580001.8310547","43169998.1689453","61849998.4741211","63459999.0844727","75279998.7792969","60750000","78650001.5258789","82260002.1362305","105739997.86377","132059997.558594","131229995.727539","142710006.713867","68510002.1362305","100860000.610352","181029998.779297","143740005.493164","126510002.13623","38830001.8310547","44639999.3896484","47799999.2370605","11850000.3814697","8640000.34332275","71660003.6621094","-10920000.0762939","40040000.9155273","50299999.2370605","31209999.0844727","53209999.0844727","64120002.746582","77949996.9482422","106269996.643066","69449996.9482422","68849998.4741211","87209999.0844727","111269996.643066","98779998.7792969","41619998.9318848","106349998.474121","116989997.86377","115830001.831055","53209999.0844727","97059997.5585938",
"United Kingdom","GBR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209999.993443489","20350000.3814697","104779998.779297","177320007.324219","209059997.558594","309369995.117188","242029998.779297","208669998.168945","246839996.337891","171949996.948242","294130004.882813","317209991.455078","228669998.168945","314209991.455078","293339996.337891","357190002.441406","381929992.675781","818109985.351563","794070007.324219","588859985.351563","545059997.558594","659190002.441406","646309997.558594","563760009.765625","448929992.675781","462739990.234375","447440002.441406","589099975.585938","492190002.441406","1040859985.35156","767640014.648438",
"Ghana","GHA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","2940000.05722046","2970000.02861023","5610000.1335144","18010000.2288818","20219999.3133545","46220001.2207031","62189998.626709","45279998.7792969","62200000.7629395","71269996.6430664","59099998.4741211","56840000.1525879","58560001.373291","40900001.5258789","36319999.6948242","124209999.084473","61540000.9155273","90169998.1689453","112180000.305176","168220001.220703","190809997.558594","144119995.117188","138729995.727539","108389999.389648","213119995.117188","194330001.831055","358880004.882813","409019989.013672","575590026.855469","715530029.296875","559719970.703125","878630004.882813","614219970.703125","627260009.765625","547719970.703125","649869995.117188","651270019.53125","494170013.427734","703880004.882813","610090026.855469","600650024.414063","644849975.585938","689369995.117188","985039978.027344","1419010009.76563","1152640014.64844","1236250000","1162920043.94531","1312170043.94531","1584680053.71094","1697219970.70313","1803869995.11719","1799290039.0625","1328170043.94531","1123130004.88281","1770479980.46875","1318650024.41406","1263550048.82813","1067630004.88281","910989990.234375","2204219970.70313","1227420043.94531",
"Gibraltar","GIB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","469999.998807907","870000.004768372","430000.007152557","-9999.99977648258","509999.990463257","1059999.94277954","1789999.96185303","2720000.02861023","899999.976158142","1379999.99523163","2650000.09536743","3819999.9332428","4190000.05722046","6250000","6619999.88555908","3029999.97138977","2950000.04768372","4449999.80926514","3529999.97138977","6530000.20980835","11149999.6185303","7420000.07629395","3119999.88555908","3390000.10490417","10960000.038147","28920000.0762939","20819999.6948242","14560000.4196167","16190000.5340576","449999.988079071","560000.002384186","2569999.9332428","3140000.10490417","-9999.99977648258","569999.992847443","209999.993443489","-239999.994635582","370000.004768372","219999.998807907","29999.9993294477","39999.9991059303","730000.019073486","9999.99977648258","29999.9993294477","189999.997615814","","","","","","","","","","","","","","","","","",
